Time,V(Out),
0.0914,-1.9999713336380496,
0.0915,-1.9999713336380605,
0.0916,-1.9999713336380605,
0.0917,-1.9999713336380605,
0.0918,-1.9999713336380605,
0.0919,-1.9999713336380605,
0.092,1.9931365204036442,
0.0921,1.9999626400329542,
0.0922,1.999971323770884,
0.0923,1.9999713336282292,
0.0924,1.999971333638783,
0.0925,1.9999713336387939,
0.0926,1.9999713336387939,
0.0927,1.9999713336387939,
0.0928,1.9999713336387939,
0.0929,1.9999713336387939,
0.093,1.9999713336387939,
0.0931,-1.9931365204029108,
0.0932,-1.9999626400322208,
0.0933,-1.9999713237701506,
0.0934,-1.9999713336274958,
0.0935,-1.9999713336380496,
0.0936,-1.9999713336380605,
0.0937,-1.9999713336380605,
0.0938,-1.9999713336380605,
0.0939,-1.9999713336380605,
0.094,-1.9999713336380605,
0.0941,1.9931365204036442,
0.0942,1.9999626400329542,
0.0943,1.999971323770884,
0.0944,1.9999713336282292,
0.0945,1.999971333638783,
0.0946,1.9999713336387939,
0.0947,1.9999713336387939,
0.0948,1.9999713336387939,
0.0949,1.9999713336387939,
0.095,-1.9931365204029108,
0.0951,-1.9999626400322208,
0.0952,-1.9999713237701506,
0.0953,-1.9999713336274958,
0.0954,-1.9999713336380496,
0.0955,-1.9999713336380605,
0.0956,-1.9999713336380605,
0.0957,-1.9999713336380605,
0.0958,-1.9999713336380605,
0.0959,-1.9999713336380605,
0.096,1.9931365204036442,
0.0961,1.9999626400329542,
0.0962,1.999971323770884,
0.0963,1.9999713336282292,
0.0964,1.999971333638783,
0.0965,1.9999713336387939,
0.0966,1.9999713336387939,
0.0967,1.9999713336387939,
0.0968,1.9999713336387939,
0.0969,1.9999713336387939,
0.097,-1.9931365204029108,
0.0971,-1.9999626400322208,
0.0972,-1.9999713237701506,
0.0973,-1.9999713336274958,
0.0974,-1.9999713336380496,
0.0975,-1.9999713336380605,
0.0976,-1.9999713336380605,
0.0977,-1.9999713336380605,
0.0978,-1.9999713336380605,
0.0979,-1.9999713336380605,
0.098,1.9931365204036442,
0.0981,1.9999626400329542,
0.0982,1.999971323770884,
0.0983,1.9999713336282292,
0.0984,1.999971333638783,
0.0985,1.9999713336387939,
0.0986,1.9999713336387939,
0.0987,1.9999713336387939,
0.0988,1.9999713336387939,
0.0989,1.9999713336387939,
0.099,1.9999713336387939,
0.0991,-1.9931365204029108,
0.0992,-1.9999626400322208,
0.0993,-1.9999713237701506,
0.0994,-1.9999713336274958,
0.0995,-1.9999713336380496,
0.0996,-1.9999713336380605,
0.0997,-1.9999713336380605,
0.0998,-1.9999713336380605,
0.0999,-1.9999713336380605,
0.1,1.9931365204036442,
