Time,V(Out),
0.0119,0.7309312067264766,
0.012,0.8502683651472094,
0.0121,0.9112986828821509,
0.0122,0.8466809286610697,
0.0123,0.6225327295446224,
0.0124,0.2535707555965116,
0.0125,-0.1986273785245281,
0.0126,-0.6440129432105298,
0.0127,-0.9927015859446504,
0.0128,-1.1836308542807765,
0.0129,-1.2030049205593571,
0.013,-1.0860911907415491,
0.0131,-0.9021063216978916,
0.0132,-0.7281433297729005,
0.0133,-0.622007437327224,
0.0134,-0.6039879019518016,
0.0135,-0.6539711753739254,
0.0136,-0.7243098321888144,
0.0137,-0.7628083009120368,
0.0138,-0.7363874949948621,
0.0139,-0.6458877449681188,
0.014,-0.5260801340288092,
0.0141,-0.43086953525478056,
0.0142,-0.4095927458578252,
0.0143,-0.4839438528064568,
0.0144,-0.6349784641351686,
0.0145,-0.8058672444732713,
0.0146,-0.9200221159612377,
0.0147,-0.9082198835272881,
0.0148,-0.7347071580419752,
0.0149,-0.4124068226716843,
0.015,-0.001243480265721315,
0.0151,0.4101878175220714,
0.0152,0.7332055650073451,
0.0153,0.907656714006219,
0.0154,0.9203291824517111,
0.0155,0.8067277837492473,
0.0156,0.635951833788268,
0.0157,0.48462641636957215,
0.0158,0.40975480649112767,
0.0159,0.4305187089473597,
0.016,0.5254306528451691,
0.0161,0.6452515922293192,
0.0162,0.7360330210863342,
0.0163,0.7628437029394628,
0.0164,0.724638216327099,
0.0165,0.6543350940938797,
0.0166,0.604085488125135,
0.0167,0.62163343004756,
0.0168,0.7272976213668967,
0.0169,0.9010243884929044,
0.017,1.0851805151227552,
0.0171,1.2027079210402072,
0.0172,1.1842639374599637,
0.0173,0.9943304625981378,
0.0174,0.6464120928542072,
0.0175,0.20134096271684263,
0.0176,-0.2510866758752307,
0.0177,-0.6207370014262563,
0.0178,-0.8458049834260565,
0.0179,-0.9112854132639355,
0.018,-0.8508123559859747,
0.0181,-0.7316030294999017,
0.0182,-0.6284557442617758,
0.0183,-0.5966670409182007,
0.0184,-0.6538923908209422,
0.0185,-0.7773526581235201,
0.0186,-0.9167974582815349,
0.0187,-1.0175831002302624,
0.0188,-1.044423943256647,
0.0189,-0.9962734974244912,
0.019,-0.9064026007167694,
0.0191,-0.8276556031849495,
0.0192,-0.808786070759003,
0.0193,-0.8714028121291425,
0.0194,-0.9969771310805434,
0.0195,-1.129581635793028,
0.0196,-1.1939844879574573,
0.0197,-1.122724982590085,
0.0198,-0.8821560340971132,
0.0199,-0.48757602577535764,
0.02,-0.0014701039229378474,
